epoch,phase,steps,nr_games,average_reward,min_game_reward,max_game_reward,last_exploration_rate,total_train_steps,replay_memory_count,meanq,meancost,weight_updates,total_time,epoch_time,steps_per_second
28,train,250000,231,11242.614718614717,288,36196,0.0025,7000000,1000000,1423.78,69.285962461155407,1750000,16734.196362000002,506.97484500000064,493.12111333650034
28,test,125000,47,13125.872340425536,2360,32408,0.00125,7000000,1000000,1444.55,0,1750000,16840.374947,106.14459999999963,1177.6388059307815
29,train,250000,268,12266.044776119406,2488,34732,0.0025,7250000,1000000,1514.57,66.495667385794718,1812500,17345.991700000002,505.6156269999992,494.446743039452
29,test,125000,113,12559.858407079651,2288,34108,0.00125,7250000,1000000,1504.67,0,1812500,17451.284808,105.26009299999714,1187.5345768505392
30,train,250000,304,11885.236842105272,1284,36184,0.0025,7500000,1000000,1539.2,70.919929585377645,1875000,17957.512768,506.2268619999995,493.8497317433942
30,test,125000,43,11624.837209302326,2324,32272,0.00125,7500000,1000000,1540.31,0,1875000,18061.903989000002,104.35827699999936,1197.7967018370834
31,train,250000,243,11265.18518518518,188,36168,0.0025,7750000,1000000,1516.74,73.624821184894017,1937500,18565.90996,504.00491300000067,496.0269107535459
31,test,125000,91,14355.208791208794,1296,35536,0.00125,7750000,1000000,1540.12,0,1937500,18671.165778000002,105.22311400000035,1187.951917104445
32,train,250000,253,12204.11067193675,380,35624,0.0025,8000000,1000000,1549.18,75.905996752478998,2000000,19175.928341000003,504.7614790000007,495.28343663483014
32,test,125000,66,9938.78787878788,1560,25644,0.00125,8000000,1000000,1569.07,0,2000000,19280.841666,104.88029399999868,1191.8349504245436
33,train,250000,261,13051.04980842912,1256,36180,0.0025,8250000,1000000,1561.15,63.67958954333703,2062500,19786.145894,505.3031379999993,494.75251823985377
33,test,125000,106,13303.924528301888,1448,36164,0.00125,8250000,1000000,1539.27,0,2062500,19891.724957000002,105.54649100000097,1184.3122288167672
34,train,250000,273,13237.33333333333,972,34100,0.0025,8500000,1000000,1632.63,75.352831822235103,2125000,20397.226041,505.4999949999983,494.5598466326411
34,test,125000,80,14547.699999999999,1544,31584,0.00125,8500000,1000000,1635.38,0,2125000,20502.239444000003,104.98039300000164,1190.6985335823429
35,train,250000,288,13160.055555555558,228,36144,0.0025,8750000,1000000,1835.44,73.320220150551052,2187500,21007.815967000002,505.5753819999991,494.4861021733856
35,test,125000,98,15179.673469387755,3004,35136,0.00125,8750000,1000000,1826.94,0,2187500,21113.660979,105.81210999999894,1181.3392625853623
36,train,250000,258,12160.852713178298,760,36400,0.0025,9000000,1000000,1760.09,73.098788970812123,2250000,21618.194144,504.5320699999975,495.50864031299585
36,test,125000,61,10748.196721311475,2312,21300,0.00125,9000000,1000000,1748.1,0,2250000,21723.307062000003,105.07977900000333,1189.5723534020378
37,train,250000,239,13447.882845188287,1652,31792,0.0025,9250000,1000000,1629.27,65.869021534024128,2312500,22228.181211000003,504.87305200000264,495.1739828649018
37,test,125000,61,14836.26229508197,832,34048,0.00125,9250000,1000000,1630.41,0,2312500,22333.636948000003,105.42261700000017,1185.7038229282412
38,train,250000,288,12134.124999999996,836,34088,0.0025,9500000,1000000,1655.33,57.31567707790667,2375000,22841.190144,507.55209999999715,492.5602711524618
38,test,125000,83,13801.542168674698,1372,27584,0.00125,9500000,1000000,1652.06,0,2375000,22947.085142000004,105.86175800000274,1180.7852274661523
39,train,250000,278,12799.58273381295,92,33704,0.0025,9750000,1000000,1730.1,57.847708407408277,2437500,23454.511707,507.425468999998,492.68319245520763
39,test,125000,73,13430.301369863015,2456,30592,0.00125,9750000,1000000,1734.73,0,2437500,23560.673504000002,106.12861799999882,1177.8161475729514
40,train,250000,227,12635.59471365638,796,30628,0.0025,10000000,1000000,1843.21,61.681073410649915,2500000,24067.556739000003,506.8821500000013,493.211291816055
40,test,125000,76,10172.736842105263,712,35324,0.00125,10000000,1000000,1903.38,0,2500000,24173.202708,105.61327600000004,1183.5633239896842
41,train,250000,233,12938.746781115879,1424,32316,0.0025,10250000,1000000,1866.44,58.647365203970686,2562500,24677.971908000003,504.7680950000031,495.276944950331
41,test,125000,116,13025.586206896556,884,29764,0.00125,10250000,1000000,1883.9,0,2562500,24783.489757000003,105.48506800000177,1185.0018431044468
42,train,250000,257,12190.754863813227,632,55676,0.0025,10500000,1000000,1730.38,61.454627329081099,2625000,25289.862022,506.3711599999988,493.7090019107735
42,test,125000,65,13568.492307692315,732,47032,0.00125,10500000,1000000,1735.51,0,2625000,25395.645432,105.75057799999922,1182.0266362988666
43,train,250000,251,11498.215139442233,16,34224,0.0025,10750000,1000000,2030.81,59.467426833026124,2687500,25901.604655000003,505.95809200000076,494.11206966129447
43,test,125000,76,11864.68421052632,716,25872,0.00125,10750000,1000000,2010.14,0,2687500,26007.639774000003,106.00234000000273,1179.2192511976318
